0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00 2.309401076758503368e+00
4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00 4.618802153517006737e+00
6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00 6.928203230275509661e+00
9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00 9.237604307034013473e+00
1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01 1.154700538379251640e+01
1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01 1.385640646055101932e+01
1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01 1.616580753730952225e+01
1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01 1.847520861406802695e+01
2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01 2.078460969082652809e+01
