1.039230484541326405e+02 1.059230484541326405e+02 1.079230484541326405e+02 1.099230484541326405e+02 1.119230484541326405e+02 1.139230484541326405e+02 1.159230484541326405e+02 1.179230484541326405e+02 1.199230484541326405e+02 1.219230484541326405e+02 1.239230484541326405e+02 1.259230484541326405e+02 1.279230484541326405e+02 1.299230484541326405e+02 1.319230484541326405e+02 1.339230484541326405e+02 1.359230484541326405e+02 1.379230484541326405e+02 1.399230484541326405e+02 1.419230484541326405e+02 1.439230484541326405e+02 1.459230484541326405e+02 1.479230484541326405e+02 1.499230484541326405e+02 1.519230484541326405e+02 1.539230484541326405e+02 1.559230484541326405e+02 1.579230484541326405e+02 1.599230484541326405e+02 1.619230484541326405e+02 1.639230484541326405e+02
1.027683479157533952e+02 1.047683479157533952e+02 1.067683479157533952e+02 1.087683479157533952e+02 1.107683479157533952e+02 1.127683479157533952e+02 1.147683479157533952e+02 1.167683479157533952e+02 1.187683479157533952e+02 1.207683479157533952e+02 1.227683479157533952e+02 1.247683479157533952e+02 1.267683479157533952e+02 1.287683479157533952e+02 1.307683479157533952e+02 1.327683479157533952e+02 1.347683479157533952e+02 1.367683479157533952e+02 1.387683479157533952e+02 1.407683479157533952e+02 1.427683479157533952e+02 1.447683479157533952e+02 1.467683479157533952e+02 1.487683479157533952e+02 1.507683479157533952e+02 1.527683479157533952e+02 1.547683479157533952e+02 1.567683479157533952e+02 1.587683479157533952e+02 1.607683479157533952e+02 1.627683479157533952e+02
1.016136473773741358e+02 1.036136473773741358e+02 1.056136473773741358e+02 1.076136473773741358e+02 1.096136473773741358e+02 1.116136473773741358e+02 1.136136473773741358e+02 1.156136473773741358e+02 1.176136473773741358e+02 1.196136473773741358e+02 1.216136473773741358e+02 1.236136473773741358e+02 1.256136473773741358e+02 1.276136473773741358e+02 1.296136473773741500e+02 1.316136473773741500e+02 1.336136473773741500e+02 1.356136473773741500e+02 1.376136473773741500e+02 1.396136473773741500e+02 1.416136473773741500e+02 1.436136473773741500e+02 1.456136473773741500e+02 1.476136473773741500e+02 1.496136473773741500e+02 1.516136473773741500e+02 1.536136473773741500e+02 1.556136473773741500e+02 1.576136473773741500e+02 1.596136473773741500e+02 1.616136473773741500e+02
1.004589468389948905e+02 1.024589468389948905e+02 1.044589468389948905e+02 1.064589468389948905e+02 1.084589468389948905e+02 1.104589468389948905e+02 1.124589468389948905e+02 1.144589468389948905e+02 1.164589468389948905e+02 1.184589468389948905e+02 1.204589468389948905e+02 1.224589468389948905e+02 1.244589468389948905e+02 1.264589468389948905e+02 1.284589468389948763e+02 1.304589468389948763e+02 1.324589468389948763e+02 1.344589468389948763e+02 1.364589468389948763e+02 1.384589468389948763e+02 1.404589468389948763e+02 1.424589468389948763e+02 1.444589468389948763e+02 1.464589468389948763e+02 1.484589468389948763e+02 1.504589468389948763e+02 1.524589468389948763e+02 1.544589468389948763e+02 1.564589468389948763e+02 1.584589468389948763e+02 1.604589468389948763e+02
9.930424630061563107e+01 1.013042463006156311e+02 1.033042463006156311e+02 1.053042463006156311e+02 1.073042463006156311e+02 1.093042463006156311e+02 1.113042463006156311e+02 1.133042463006156311e+02 1.153042463006156311e+02 1.173042463006156311e+02 1.193042463006156311e+02 1.213042463006156311e+02 1.233042463006156311e+02 1.253042463006156311e+02 1.273042463006156311e+02 1.293042463006156311e+02 1.313042463006156311e+02 1.333042463006156311e+02 1.353042463006156311e+02 1.373042463006156311e+02 1.393042463006156311e+02 1.413042463006156311e+02 1.433042463006156311e+02 1.453042463006156311e+02 1.473042463006156311e+02 1.493042463006156311e+02 1.513042463006156311e+02 1.533042463006156311e+02 1.553042463006156311e+02 1.573042463006156311e+02 1.593042463006156311e+02
9.814954576223638583e+01 1.001495457622363858e+02 1.021495457622363858e+02 1.041495457622363858e+02 1.061495457622363858e+02 1.081495457622363858e+02 1.101495457622363858e+02 1.121495457622363858e+02 1.141495457622363858e+02 1.161495457622363858e+02 1.181495457622363858e+02 1.201495457622363858e+02 1.221495457622363858e+02 1.241495457622363858e+02 1.261495457622363858e+02 1.281495457622363858e+02 1.301495457622363858e+02 1.321495457622363858e+02 1.341495457622363858e+02 1.361495457622363858e+02 1.381495457622363858e+02 1.401495457622363858e+02 1.421495457622363858e+02 1.441495457622363858e+02 1.461495457622363858e+02 1.481495457622363858e+02 1.501495457622363858e+02 1.521495457622363858e+02 1.541495457622363858e+02 1.561495457622363858e+02 1.581495457622363858e+02
9.699484522385712637e+01 9.899484522385712637e+01 1.009948452238571264e+02 1.029948452238571264e+02 1.049948452238571264e+02 1.069948452238571264e+02 1.089948452238571264e+02 1.109948452238571264e+02 1.129948452238571264e+02 1.149948452238571264e+02 1.169948452238571264e+02 1.189948452238571264e+02 1.209948452238571264e+02 1.229948452238571264e+02 1.249948452238571264e+02 1.269948452238571264e+02 1.289948452238571406e+02 1.309948452238571406e+02 1.329948452238571406e+02 1.349948452238571406e+02 1.369948452238571406e+02 1.389948452238571406e+02 1.409948452238571406e+02 1.429948452238571406e+02 1.449948452238571406e+02 1.469948452238571406e+02 1.489948452238571406e+02 1.509948452238571406e+02 1.529948452238571406e+02 1.549948452238571406e+02 1.569948452238571406e+02
9.584014468547788113e+01 9.784014468547788113e+01 9.984014468547788113e+01 1.018401446854778811e+02 1.038401446854778811e+02 1.058401446854778811e+02 1.078401446854778811e+02 1.098401446854778811e+02 1.118401446854778811e+02 1.138401446854778811e+02 1.158401446854778811e+02 1.178401446854778811e+02 1.198401446854778811e+02 1.218401446854778811e+02 1.238401446854778811e+02 1.258401446854778811e+02 1.278401446854778811e+02 1.298401446854778669e+02 1.318401446854778669e+02 1.338401446854778669e+02 1.358401446854778669e+02 1.378401446854778669e+02 1.398401446854778669e+02 1.418401446854778669e+02 1.438401446854778669e+02 1.458401446854778669e+02 1.478401446854778669e+02 1.498401446854778669e+02 1.518401446854778669e+02 1.538401446854778669e+02 1.558401446854778669e+02
9.468544414709862167e+01 9.668544414709862167e+01 9.868544414709862167e+01 1.006854441470986217e+02 1.026854441470986217e+02 1.046854441470986217e+02 1.066854441470986217e+02 1.086854441470986217e+02 1.106854441470986217e+02 1.126854441470986217e+02 1.146854441470986217e+02 1.166854441470986217e+02 1.186854441470986217e+02 1.206854441470986217e+02 1.226854441470986217e+02 1.246854441470986217e+02 1.266854441470986217e+02 1.286854441470986217e+02 1.306854441470986217e+02 1.326854441470986217e+02 1.346854441470986217e+02 1.366854441470986217e+02 1.386854441470986217e+02 1.406854441470986217e+02 1.426854441470986217e+02 1.446854441470986217e+02 1.466854441470986217e+02 1.486854441470986217e+02 1.506854441470986217e+02 1.526854441470986217e+02 1.546854441470986217e+02
9.353074360871937643e+01 9.553074360871937643e+01 9.753074360871937643e+01 9.953074360871937643e+01 1.015307436087193764e+02 1.035307436087193764e+02 1.055307436087193764e+02 1.075307436087193764e+02 1.095307436087193764e+02 1.115307436087193764e+02 1.135307436087193764e+02 1.155307436087193764e+02 1.175307436087193764e+02 1.195307436087193764e+02 1.215307436087193764e+02 1.235307436087193764e+02 1.255307436087193764e+02 1.275307436087193764e+02 1.295307436087193764e+02 1.315307436087193764e+02 1.335307436087193764e+02 1.355307436087193764e+02 1.375307436087193764e+02 1.395307436087193764e+02 1.415307436087193764e+02 1.435307436087193764e+02 1.455307436087193764e+02 1.475307436087193764e+02 1.495307436087193764e+02 1.515307436087193764e+02 1.535307436087193764e+02
